Sort,Name,Rating,Games,Result,Moves,CPL,MM,Sort score,"Analysis "
61,Svetlana Matveeva,2434,11,5.5,517,38,54,16,Level C
62,Ekaterina Kovalevskaya,2448,11,3.5,506,38,54,16,Level D
63,Evgeniy Najer,2606,9,5.5,246,38,54,16,Level D
64,Alexey Korotylev,2596,19,10.5,652,37,53,16,Level D
65,Alexandre Danin,2332,9,4,385,40,55,15,Level D
66,Denis Frolov,2401,9,2.5,298,36,51,15,Level D
67,Alexander Grischuk,2704,10,6,284,36,50,14,Level D
68,Evgeny E. Vorobiov,2552,9,3.5,183,42,55,13,Level D
69,Tatiana Stepovaia,2375,11,5,595,42,54,12,Level C
70,Evgeny Alekseev,2616,9,4.5,282,42,54,12,Level D
71,Dmitry Bocharov,2567,9,5.5,228,45,56,11,Level D
72,Elena Tairova,2391,11,7,561,43,54,11,Level D
73,Sergei Iskusnyh,2507,9,3.5,283,48,58,10,Level D
74,Valeri Yandemirov,2494,9,3.5,214,43,53,10,Level D
75,Sergey Dolmatov,2573,9,4,201,39,49,10,Level D
76,Mikhail Kobalia,2630,9,5,384,41,50,9,Level D
77,Sergey Volkov,2629,9,4.5,363,41,50,9,Level D
78,Vladimir Dobrov,2477,9,3.5,317,46,53,7,Level C
79,Petr Kiriakov,2568,9,4,229,42,49,7,Level D
80,Maxim Novikov,2426,9,3,258,48,53,5,Level D
81,Valentina Gunina,2359,11,2.5,478,48,51,3,Level C
82,Nikolay Nazarov,2256,9,0.5,290,46,49,3,Level D
83,Sergey Ionov,2538,9,4.5,274,49,51,2,Level C
84,Denis Khismatullin,2537,9,5,334,55,56,1,Level D
85,Evgeny Gleizerov,2592,9,2.5,203,57,54,-3,Level C
86,Sergej Silivanov,2291,9,1,269,58,48,-10,Level C
87,Maksim Shapovalenko,2230,9,1,267,65,49,-16,Level C
